"","Adaptable","BestValue","CuttingEdge","Delightful","Exciting","Friendly","Generous","Helpful","Intuitive","Brand"
"1425",5,2,3,4,4,3,4,2,3,"Marca_2"
"1426",5,4,6,6,4,6,5,5,5,"Marca_4"
"1427",4,5,5,5,6,4,4,4,3,"Marca_4"
"1428",6,5,5,5,4,6,5,5,4,"Marca_1"
"1429",4,3,4,4,4,5,4,3,4,"Marca_2"
"1430",4,4,4,3,5,6,4,3,4,"Marca_1"
"1431",4,5,4,4,4,7,4,4,5,"Marca_2"
"1432",4,3,3,3,3,4,3,5,3,"Marca_1"
"1433",4,4,3,4,3,5,3,5,3,"Marca_2"
"1434",4,4,4,3,4,5,4,5,5,"Marca_2"
"1435",4,4,3,5,3,4,2,5,3,"Marca_2"
"1436",6,4,5,4,4,4,4,4,4,"Marca_2"
"1437",4,3,5,4,4,6,4,6,6,"Marca_3"
"1438",3,4,4,4,3,4,4,6,4,"Marca_2"
"1439",4,4,5,5,5,4,4,4,3,"Marca_2"
"1440",3,4,4,4,5,3,4,1,2,"Marca_4"
"1441",3,3,4,3,3,3,4,3,2,"Marca_1"
"1442",5,6,3,3,3,4,3,6,3,"Marca_2"
"1443",6,6,4,4,4,6,2,5,6,"Marca_2"
"1444",4,4,3,4,3,5,4,5,5,"Marca_2"
"1445",5,3,4,4,4,6,3,3,4,"Marca_3"
"1446",4,3,4,4,5,4,5,4,3,"Marca_2"
"1447",4,4,6,6,6,4,5,3,3,"Marca_2"
"1448",4,4,4,4,4,5,4,4,4,"Marca_2"
"1449",3,3,4,2,3,4,3,4,5,"Marca_2"
"1450",3,2,2,3,4,4,4,5,4,"Marca_2"
"1451",4,6,4,5,4,4,5,3,3,"Marca_1"
"1452",3,4,4,4,5,4,4,3,3,"Marca_3"
"1453",3,2,4,3,3,4,6,5,3,"Marca_2"
"1454",4,5,5,5,4,4,4,5,3,"Marca_1"
"1455",4,2,3,3,4,2,3,5,2,"Marca_2"
"1456",5,5,3,4,4,6,5,4,5,"Marca_3"
"1457",5,4,4,4,5,4,4,4,4,"Marca_2"
"1458",5,3,3,3,4,4,5,1,2,"Marca_4"
"1459",4,4,4,6,4,4,4,5,3,"Marca_2"
"1460",4,6,5,5,4,3,5,5,3,"Marca_4"
"1461",3,4,4,3,4,3,4,4,4,"Marca_3"
"1462",4,5,4,3,2,3,3,4,4,"Marca_2"
"1463",3,4,3,4,3,3,3,5,4,"Marca_1"
"1464",4,3,3,4,2,4,4,5,4,"Marca_3"
"1465",4,4,6,4,3,5,4,4,5,"Marca_1"
"1466",4,4,4,3,3,6,5,7,4,"Marca_3"
"1467",3,4,5,4,4,5,5,3,3,"Marca_1"
"1468",4,4,4,4,5,6,3,4,4,"Marca_2"
"1469",4,5,4,3,5,3,3,5,4,"Marca_1"
"1470",3,4,4,4,3,5,4,6,5,"Marca_2"
"1471",5,3,5,4,3,4,6,5,4,"Marca_2"
"1472",3,2,4,5,4,3,3,2,2,"Marca_2"
"1473",3,3,4,4,3,3,3,4,2,"Marca_4"
"1474",5,3,5,4,4,2,4,4,3,"Marca_2"
"1475",3,4,4,4,4,3,4,5,3,"Marca_4"
"1476",4,3,3,3,4,5,4,5,5,"Marca_1"
"1477",3,3,4,5,4,4,3,5,4,"Marca_3"
"1478",6,6,2,2,4,3,3,5,3,"Marca_2"
"1479",4,5,4,3,5,3,4,4,4,"Marca_1"
"1480",6,3,2,3,3,5,4,6,4,"Marca_3"
"1481",3,4,4,5,5,2,4,2,2,"Marca_4"
"1482",4,3,5,5,4,2,5,3,3,"Marca_1"
"1483",5,6,5,2,4,4,4,4,3,"Marca_2"
"1484",3,3,5,3,5,3,3,2,3,"Marca_2"
"1485",5,3,5,4,3,5,3,5,4,"Marca_2"
"1486",5,4,3,3,4,4,4,5,4,"Marca_2"
"1487",4,3,4,4,4,4,4,2,3,"Marca_1"
"1488",5,3,5,4,4,5,4,5,4,"Marca_2"
"1489",4,5,4,5,4,4,4,4,2,"Marca_2"
"1490",4,4,4,5,4,4,3,4,5,"Marca_1"
"1491",3,3,5,3,4,4,2,7,5,"Marca_3"
"1492",3,5,4,4,3,3,5,4,3,"Marca_2"
"1493",5,4,3,3,2,5,5,4,4,"Marca_2"
"1494",3,3,3,2,3,5,4,3,3,"Marca_2"
"1495",5,4,4,4,4,3,5,2,3,"Marca_1"
"1496",4,4,5,4,3,4,5,4,5,"Marca_1"
"1497",5,4,4,3,4,5,6,5,5,"Marca_2"
"1498",5,3,4,6,4,6,5,4,5,"Marca_2"
"1499",3,5,5,4,5,4,4,4,4,"Marca_1"
"1500",4,5,6,3,3,5,3,5,3,"Marca_1"
"1501",6,6,2,3,4,3,4,5,4,"Marca_2"
"1502",4,2,4,4,4,5,3,4,4,"Marca_3"
"1503",4,3,4,5,5,5,4,3,3,"Marca_1"
"1504",5,4,5,4,3,4,5,5,4,"Marca_1"
"1505",5,5,5,4,2,6,5,4,3,"Marca_1"
"1506",6,4,4,5,4,6,4,4,3,"Marca_1"
"1507",4,2,3,3,4,4,4,5,4,"Marca_1"
"1508",4,4,5,4,4,3,4,3,4,"Marca_1"
"1509",4,3,4,3,4,5,4,4,6,"Marca_2"
"1510",3,3,4,5,3,3,4,4,4,"Marca_1"
"1511",3,5,3,4,3,3,4,2,4,"Marca_2"
"1512",5,5,4,4,1,5,3,2,3,"Marca_1"
"1513",5,6,2,4,3,3,4,4,5,"Marca_1"
"1514",6,5,3,4,4,4,5,3,3,"Marca_2"
"1515",4,4,5,5,4,5,4,4,3,"Marca_1"
"1516",6,4,5,5,4,5,3,5,3,"Marca_1"
"1517",5,4,6,4,4,5,5,4,4,"Marca_2"
"1518",3,2,3,4,4,4,4,3,4,"Marca_2"
"1519",3,3,4,4,5,4,5,3,2,"Marca_1"
"1520",3,2,4,5,3,5,3,4,4,"Marca_1"
"1521",4,4,7,4,6,4,4,4,4,"Marca_1"
"1522",4,5,4,3,4,3,3,3,2,"Marca_1"
"1523",5,3,3,3,4,4,5,5,3,"Marca_2"
"1524",5,4,3,3,3,5,5,6,4,"Marca_3"
"1525",6,5,3,4,4,5,4,4,4,"Marca_1"
"1526",4,4,5,5,4,5,7,5,4,"Marca_1"
"1527",4,3,3,3,4,5,5,5,6,"Marca_3"
"1528",5,5,3,5,4,5,3,2,3,"Marca_2"
"1529",3,2,5,3,3,3,5,3,2,"Marca_2"
"1530",4,4,3,4,3,6,3,5,5,"Marca_3"
"1531",4,5,4,4,3,4,7,4,4,"Marca_2"
"1532",3,4,4,3,4,4,3,4,4,"Marca_2"
"1533",4,4,3,3,3,5,4,4,3,"Marca_2"
"1534",4,3,3,5,5,5,5,5,5,"Marca_2"
"1535",5,2,3,3,1,6,4,6,4,"Marca_3"
"1536",5,5,5,4,6,5,4,5,4,"Marca_2"
"1537",4,4,4,4,5,5,4,5,5,"Marca_1"
"1538",4,5,4,4,5,4,3,4,4,"Marca_2"
"1539",5,6,5,3,3,3,4,4,4,"Marca_2"
"1540",5,4,3,3,3,4,5,5,4,"Marca_3"
"1541",6,5,5,4,4,5,3,3,4,"Marca_2"
"1542",5,3,5,4,4,4,4,4,4,"Marca_1"
"1543",5,4,6,4,5,2,5,3,2,"Marca_4"
"1544",5,5,2,4,4,4,4,2,4,"Marca_2"
"1545",5,3,4,5,3,5,2,7,5,"Marca_3"
"1546",4,3,4,4,3,4,4,4,3,"Marca_1"
"1547",5,6,5,5,6,5,3,4,4,"Marca_4"
"1548",5,5,3,2,3,4,3,5,3,"Marca_1"
"1549",6,4,4,2,3,5,5,5,4,"Marca_3"
"1550",4,6,3,5,4,4,4,3,3,"Marca_1"
"1551",4,5,5,2,5,3,4,3,4,"Marca_2"
"1552",6,7,2,4,4,4,4,4,4,"Marca_2"
"1553",6,3,5,5,5,5,3,5,5,"Marca_3"
"1554",4,4,5,3,3,4,3,4,2,"Marca_1"
"1555",3,5,2,3,2,4,5,3,4,"Marca_2"
"1556",4,4,5,5,5,4,3,4,5,"Marca_1"
"1557",7,7,6,4,5,5,4,4,5,"Marca_1"
"1558",3,5,3,3,4,5,4,4,3,"Marca_1"
"1559",4,2,6,4,4,5,6,6,4,"Marca_2"
"1560",3,3,5,5,5,4,5,3,4,"Marca_1"
"1561",4,4,3,4,3,4,5,2,3,"Marca_2"
"1562",5,4,4,4,2,5,3,3,4,"Marca_2"
"1563",5,5,3,3,5,6,3,3,4,"Marca_2"
"1564",5,4,2,5,3,6,3,3,4,"Marca_3"
"1565",5,6,5,4,4,5,3,4,4,"Marca_1"
"1566",6,5,4,5,3,6,4,5,4,"Marca_3"
"1567",5,4,6,6,6,4,6,5,5,"Marca_1"
"1568",6,4,6,5,5,3,5,4,4,"Marca_1"
"1569",5,5,5,4,5,6,4,3,5,"Marca_1"
"1570",5,4,4,3,4,4,5,3,3,"Marca_2"
"1571",4,4,5,4,5,2,3,5,4,"Marca_3"
"1572",4,5,4,4,5,4,4,2,4,"Marca_1"
"1573",6,3,5,4,4,6,5,6,4,"Marca_2"
"1574",6,4,3,2,5,5,4,2,5,"Marca_2"
"1575",4,3,3,4,3,5,4,4,4,"Marca_2"
"1576",4,5,3,2,4,4,3,5,3,"Marca_3"
"1577",6,4,3,3,3,5,4,6,3,"Marca_1"
"1578",5,5,5,2,4,4,3,5,2,"Marca_4"
"1579",5,3,5,4,4,4,5,3,3,"Marca_2"
"1580",5,4,4,5,4,5,5,4,4,"Marca_2"
"1581",3,5,3,5,4,4,3,4,4,"Marca_2"
"1582",6,4,5,4,5,6,3,5,4,"Marca_2"
"1583",5,5,5,4,5,5,6,4,5,"Marca_3"
"1584",4,2,5,4,4,4,5,3,4,"Marca_1"
"1585",5,4,4,5,4,4,3,3,3,"Marca_4"
"1586",3,3,4,4,3,4,4,3,4,"Marca_1"
"1587",5,4,4,5,5,3,4,4,4,"Marca_2"
"1588",5,3,3,3,4,5,5,4,4,"Marca_2"
"1589",3,1,4,4,4,6,4,5,4,"Marca_3"
"1590",4,3,4,5,3,4,5,4,4,"Marca_3"
"1591",5,3,3,4,4,4,3,3,4,"Marca_2"
"1592",3,3,3,5,4,6,6,4,5,"Marca_3"
"1593",5,4,4,4,4,5,5,4,4,"Marca_2"
"1594",4,4,5,4,4,4,3,6,4,"Marca_2"
"1595",4,5,3,5,5,5,5,5,4,"Marca_2"
"1596",6,4,4,5,3,5,4,4,5,"Marca_2"
"1597",5,4,4,4,4,4,4,4,4,"Marca_2"
"1598",4,4,4,3,3,4,4,5,3,"Marca_3"
"1599",5,4,5,5,4,4,4,4,3,"Marca_1"
"1600",3,1,3,4,3,4,5,3,3,"Marca_3"
"1601",5,4,4,3,3,6,4,6,6,"Marca_3"
"1602",1,2,4,4,4,3,3,3,2,"Marca_1"
"1603",4,4,4,5,5,4,5,4,3,"Marca_4"
"1604",4,4,4,5,3,4,5,7,5,"Marca_1"
"1605",4,4,4,3,4,6,5,4,4,"Marca_2"
"1606",4,5,4,4,3,5,4,4,3,"Marca_2"
"1607",5,5,4,5,4,4,4,6,4,"Marca_2"
"1608",5,4,4,4,5,4,2,3,3,"Marca_1"
"1609",3,3,3,4,5,3,4,3,2,"Marca_1"
"1610",6,6,5,5,4,5,5,3,4,"Marca_2"
"1611",4,5,3,3,1,4,4,3,4,"Marca_2"
"1612",4,4,5,3,5,3,5,3,4,"Marca_4"
"1613",4,3,5,4,4,5,4,5,4,"Marca_1"
"1614",3,2,3,5,4,4,2,3,4,"Marca_2"
"1615",4,4,6,4,4,3,3,4,3,"Marca_1"
"1616",4,1,3,4,5,5,3,3,4,"Marca_1"
"1617",3,4,5,5,4,4,3,4,4,"Marca_2"
"1618",3,3,2,4,4,6,4,5,5,"Marca_2"
"1619",4,4,3,2,4,5,3,4,5,"Marca_3"
"1620",5,3,4,5,5,5,4,5,4,"Marca_2"
"1621",4,3,3,3,6,5,5,3,2,"Marca_1"
"1622",4,5,5,4,5,3,5,3,3,"Marca_1"
"1623",4,4,3,3,3,2,4,4,3,"Marca_2"
"1624",4,4,5,3,5,3,5,3,3,"Marca_1"
"1625",6,4,4,2,2,5,2,4,5,"Marca_3"
"1626",4,3,2,3,4,4,4,3,5,"Marca_1"
"1627",4,4,3,4,4,5,4,5,5,"Marca_3"
"1628",5,5,5,4,6,3,5,4,3,"Marca_4"
"1629",5,5,4,3,4,3,4,5,5,"Marca_2"
"1630",3,3,4,4,5,4,4,4,2,"Marca_1"
"1631",4,4,6,6,4,3,5,5,2,"Marca_1"
"1632",4,4,2,5,4,4,4,4,3,"Marca_2"
"1633",4,5,4,5,4,6,5,4,4,"Marca_4"
"1634",6,4,4,3,4,5,4,4,4,"Marca_2"
"1635",6,5,5,4,5,4,5,4,5,"Marca_1"
"1636",4,5,3,4,4,3,5,2,2,"Marca_1"
"1637",5,3,4,6,5,3,5,4,4,"Marca_2"
"1638",4,4,5,3,4,3,5,4,3,"Marca_2"
"1639",4,5,6,4,3,3,4,4,2,"Marca_4"
"1640",6,5,6,5,4,5,4,4,2,"Marca_1"
"1641",5,2,4,4,4,2,4,2,5,"Marca_2"
"1642",3,3,5,4,5,6,5,7,6,"Marca_1"
"1643",6,5,5,3,3,4,3,3,3,"Marca_1"
"1644",6,5,6,6,4,4,4,4,5,"Marca_1"
"1645",4,4,4,3,4,4,3,4,4,"Marca_2"
"1646",4,4,6,4,5,3,4,3,3,"Marca_1"
"1647",5,5,4,4,4,5,4,5,5,"Marca_2"
"1648",5,4,4,5,5,4,5,3,4,"Marca_2"
"1649",5,4,4,4,5,5,4,4,4,"Marca_2"
"1650",4,5,4,4,3,4,4,2,2,"Marca_1"
"1651",6,4,3,4,4,4,1,4,4,"Marca_2"
"1652",4,5,4,5,4,4,3,4,4,"Marca_2"
"1653",4,2,4,4,5,5,4,6,4,"Marca_2"
"1654",3,4,3,3,3,4,2,4,4,"Marca_2"
"1655",4,2,4,6,3,4,4,4,4,"Marca_2"
"1656",4,3,4,6,4,3,5,3,4,"Marca_1"
"1657",3,4,4,3,5,5,5,3,3,"Marca_1"
"1658",4,3,6,4,4,4,5,5,3,"Marca_1"
"1659",5,4,5,4,4,4,3,4,5,"Marca_2"
"1660",3,3,4,4,5,4,5,4,3,"Marca_1"
"1661",4,3,4,4,2,3,3,4,3,"Marca_2"
"1662",6,4,3,5,4,5,4,5,4,"Marca_2"
"1663",5,4,5,3,5,4,4,5,3,"Marca_3"
"1664",5,4,5,5,3,4,3,3,4,"Marca_2"
"1665",4,4,5,4,7,4,5,3,3,"Marca_4"
"1666",4,3,2,4,2,4,4,5,2,"Marca_2"
"1667",6,5,5,4,5,5,3,6,5,"Marca_4"
"1668",5,5,5,5,3,5,5,4,3,"Marca_3"
"1669",5,5,4,3,3,4,3,3,4,"Marca_1"
"1670",5,2,4,4,3,6,4,4,4,"Marca_2"
"1671",5,4,4,4,5,4,4,3,3,"Marca_1"
"1672",4,3,4,4,2,4,4,5,5,"Marca_2"
"1673",4,3,3,4,3,4,4,4,2,"Marca_1"
"1674",4,5,4,4,4,5,4,4,4,"Marca_1"
"1675",4,2,6,4,3,4,3,4,4,"Marca_3"
"1676",5,5,2,3,3,5,4,4,4,"Marca_3"
"1677",6,4,2,2,4,4,5,4,5,"Marca_3"
"1678",5,4,3,3,4,3,4,4,3,"Marca_2"
"1679",5,4,5,4,3,4,3,3,3,"Marca_1"
"1680",5,4,5,4,4,4,5,5,5,"Marca_3"
"1681",4,3,3,4,3,2,4,2,3,"Marca_1"
"1682",4,5,3,3,2,4,3,4,2,"Marca_3"
"1683",5,4,3,3,4,6,3,4,3,"Marca_1"
"1684",4,3,2,4,2,7,5,5,4,"Marca_3"
"1685",3,4,5,4,3,4,5,2,2,"Marca_2"
"1686",5,5,5,4,6,5,5,5,5,"Marca_2"
"1687",4,3,5,5,5,3,5,4,4,"Marca_1"
"1688",3,3,4,5,4,5,4,3,4,"Marca_1"
"1689",4,4,4,3,5,3,4,3,4,"Marca_2"
"1690",3,2,4,4,5,4,5,5,4,"Marca_1"
"1691",5,4,5,3,5,4,4,4,3,"Marca_1"
"1692",5,3,4,4,2,5,2,5,4,"Marca_3"
"1693",3,3,5,2,2,3,4,3,5,"Marca_3"
"1694",5,5,6,3,4,4,5,2,3,"Marca_1"
"1695",4,4,4,3,4,3,5,3,3,"Marca_1"
"1696",4,3,5,3,4,5,4,3,4,"Marca_1"
"1697",5,4,1,2,3,4,4,6,4,"Marca_3"
"1698",6,5,6,4,5,5,6,4,4,"Marca_4"
"1699",4,2,3,4,3,4,3,4,4,"Marca_2"
"1700",4,5,4,4,4,4,4,4,4,"Marca_2"
"1701",6,4,4,4,3,4,5,3,3,"Marca_1"
"1702",6,5,6,5,5,5,3,4,4,"Marca_2"
"1703",5,6,4,5,3,3,4,5,3,"Marca_1"
"1704",4,6,3,4,4,5,3,3,5,"Marca_3"
"1705",4,4,5,5,5,4,5,2,3,"Marca_4"
"1706",3,4,6,5,6,5,6,5,4,"Marca_2"
"1707",5,5,6,6,6,4,5,5,5,"Marca_1"
"1708",6,4,5,4,3,4,4,6,4,"Marca_3"
"1709",4,3,4,3,3,4,3,5,3,"Marca_2"
"1710",4,4,5,5,6,3,5,3,4,"Marca_1"
"1711",5,4,5,4,3,4,5,4,4,"Marca_2"
"1712",5,5,3,4,4,4,3,3,3,"Marca_2"
"1713",6,5,3,3,5,4,3,4,3,"Marca_1"
"1714",4,3,5,4,3,5,5,5,5,"Marca_3"
"1715",5,3,5,5,3,4,5,2,3,"Marca_3"
"1716",4,3,5,4,5,5,5,4,3,"Marca_4"
"1717",5,3,4,4,4,5,3,3,4,"Marca_1"
"1718",5,5,5,3,5,3,4,3,3,"Marca_4"
"1719",5,4,3,4,3,3,4,4,3,"Marca_3"
"1720",6,4,6,5,4,5,5,4,5,"Marca_2"
"1721",5,3,6,3,5,5,5,5,6,"Marca_2"
"1722",5,5,3,3,4,4,5,2,2,"Marca_2"
"1723",4,4,6,5,5,6,5,4,3,"Marca_4"
"1724",3,4,5,3,4,4,5,3,5,"Marca_1"
"1725",2,4,6,5,4,5,3,3,2,"Marca_2"
"1726",4,4,5,3,4,4,3,3,3,"Marca_1"
"1727",3,3,3,4,4,4,4,2,4,"Marca_2"
"1728",4,3,4,4,3,3,4,5,3,"Marca_2"
"1729",5,4,3,6,5,5,3,3,4,"Marca_1"
"1730",4,6,6,4,6,4,4,2,4,"Marca_4"
"1731",4,2,4,2,4,5,3,6,5,"Marca_3"
"1732",4,7,3,3,5,4,5,3,4,"Marca_1"
"1733",6,4,5,5,6,4,3,4,4,"Marca_1"
"1734",5,5,5,3,4,5,4,4,4,"Marca_1"
"1735",5,6,2,3,3,5,3,4,4,"Marca_3"
"1736",3,3,6,5,6,4,5,3,2,"Marca_1"
"1737",5,4,4,4,2,3,3,5,3,"Marca_1"
"1738",5,5,5,4,6,3,4,4,4,"Marca_4"
"1739",5,3,6,2,3,5,4,5,5,"Marca_2"
"1740",6,5,4,5,4,5,4,4,4,"Marca_2"
"1741",2,2,6,3,4,5,5,5,4,"Marca_2"
"1742",4,3,4,5,3,3,4,4,3,"Marca_1"
"1743",5,3,4,6,4,4,4,5,3,"Marca_2"
"1744",5,3,4,4,5,6,4,5,5,"Marca_1"
"1745",5,4,4,4,4,3,4,4,6,"Marca_1"
"1746",5,5,4,3,4,6,5,5,6,"Marca_2"
"1747",3,3,4,5,3,5,5,4,4,"Marca_2"
"1748",6,5,4,5,2,4,4,3,2,"Marca_1"
"1749",5,4,5,3,6,3,6,3,4,"Marca_1"
"1750",4,4,3,3,3,4,5,2,3,"Marca_2"
"1751",6,5,4,4,5,4,3,4,4,"Marca_1"
"1752",5,4,5,5,6,4,5,5,5,"Marca_1"
"1753",5,3,5,5,6,4,5,4,3,"Marca_1"
"1754",4,2,5,4,5,4,4,6,3,"Marca_1"
"1755",5,4,3,4,3,4,2,5,5,"Marca_2"
"1756",5,4,2,2,2,5,4,3,3,"Marca_2"
"1757",3,4,3,4,5,4,5,2,3,"Marca_1"
"1758",5,3,4,3,4,4,6,4,3,"Marca_2"
"1759",6,6,4,3,5,5,4,6,4,"Marca_2"
"1760",4,2,4,5,4,4,4,5,4,"Marca_1"
"1761",3,3,2,4,3,4,3,4,4,"Marca_2"
"1762",5,3,4,5,4,5,3,3,4,"Marca_2"
"1763",4,3,4,5,4,6,5,3,5,"Marca_2"
"1764",4,4,4,5,6,6,4,4,4,"Marca_1"
"1765",3,3,5,4,3,4,4,1,1,"Marca_4"
"1766",4,4,4,5,4,3,5,4,4,"Marca_2"
"1767",3,4,3,2,3,4,3,3,5,"Marca_3"
"1768",2,4,6,4,4,4,4,5,4,"Marca_4"
"1769",4,4,3,5,4,4,4,5,3,"Marca_1"
"1770",3,3,5,5,4,4,5,2,3,"Marca_1"
"1771",4,3,4,4,4,5,3,3,3,"Marca_3"
"1772",3,4,3,6,4,3,4,3,4,"Marca_1"
"1773",3,5,4,3,4,4,4,3,3,"Marca_2"
"1774",4,5,4,2,3,4,3,3,3,"Marca_2"
"1775",5,2,3,4,3,3,4,3,4,"Marca_2"
"1776",5,3,3,4,3,2,3,4,4,"Marca_2"
"1777",5,4,5,5,3,5,5,3,3,"Marca_1"
"1778",5,5,3,4,4,4,5,4,3,"Marca_1"
"1779",3,2,6,4,4,6,4,5,3,"Marca_2"
"1780",4,3,4,4,6,5,4,4,5,"Marca_1"
"1781",6,5,5,4,3,5,4,4,6,"Marca_1"
"1782",3,3,4,4,3,5,5,2,3,"Marca_2"
"1783",4,5,6,5,5,2,4,5,4,"Marca_2"
"1784",5,5,2,5,3,4,4,3,5,"Marca_3"
"1785",4,4,3,4,3,4,4,3,3,"Marca_2"
"1786",3,3,6,5,4,3,4,6,4,"Marca_1"
"1787",4,4,3,1,4,5,3,2,3,"Marca_3"
"1788",4,4,4,4,3,5,4,3,4,"Marca_2"
"1789",6,5,3,5,4,4,2,4,3,"Marca_1"
"1790",5,4,5,4,5,5,4,5,5,"Marca_3"
"1791",5,4,4,4,6,5,4,3,3,"Marca_1"
"1792",4,5,4,5,4,5,4,5,4,"Marca_2"
"1793",5,4,5,4,4,3,5,3,3,"Marca_1"
"1794",4,5,4,3,3,3,3,4,4,"Marca_1"
"1795",3,3,3,2,2,4,5,3,3,"Marca_1"
"1796",6,4,4,2,3,3,3,3,3,"Marca_1"
"1797",5,5,5,4,4,4,5,5,4,"Marca_2"
"1798",4,3,2,4,3,4,3,3,4,"Marca_2"
"1799",4,4,4,4,3,5,4,5,4,"Marca_1"
"1800",3,4,5,6,4,5,5,5,3,"Marca_1"
"1801",4,3,3,3,2,3,4,2,3,"Marca_1"
"1802",5,5,7,5,6,5,2,3,4,"Marca_3"
"1803",6,4,4,4,4,5,6,2,4,"Marca_1"
"1804",4,5,5,6,5,5,4,5,3,"Marca_3"
"1805",5,4,3,4,3,4,3,2,4,"Marca_2"
"1806",5,6,4,4,5,5,3,7,4,"Marca_2"
"1807",4,4,5,4,3,5,2,4,4,"Marca_1"
"1808",4,3,5,4,5,4,5,3,4,"Marca_2"
"1809",4,3,3,3,5,4,4,5,3,"Marca_4"
"1810",3,2,4,3,3,6,5,5,5,"Marca_3"
"1811",6,4,4,5,5,5,5,5,4,"Marca_1"
"1812",2,3,4,5,5,3,4,3,5,"Marca_3"
"1813",5,4,4,4,4,3,3,4,4,"Marca_2"
"1814",5,5,4,3,3,4,5,5,4,"Marca_1"
"1815",5,4,3,3,3,4,5,4,4,"Marca_1"
"1816",6,6,6,4,5,5,4,5,4,"Marca_3"
"1817",4,5,3,3,4,4,4,5,3,"Marca_2"
"1818",6,5,4,5,4,5,5,5,4,"Marca_1"
"1819",2,3,3,3,3,4,4,3,3,"Marca_2"
"1820",4,3,5,3,5,4,3,2,4,"Marca_1"
"1821",5,4,5,4,4,6,4,5,4,"Marca_2"
"1822",1,5,4,3,5,3,5,3,3,"Marca_1"
"1823",5,4,3,4,4,4,4,3,3,"Marca_2"
"1824",5,5,5,4,4,6,3,5,5,"Marca_1"
"1825",5,4,3,4,4,3,4,4,4,"Marca_2"
"1826",5,6,5,3,3,4,3,4,5,"Marca_2"
"1827",4,3,3,2,2,4,2,3,5,"Marca_3"
"1828",7,4,5,4,5,6,5,4,4,"Marca_1"
"1829",4,3,4,3,5,5,3,6,3,"Marca_1"
"1830",5,5,3,2,3,4,4,3,4,"Marca_3"
"1831",3,2,4,4,3,3,4,1,4,"Marca_2"
"1832",5,3,5,4,4,4,4,3,3,"Marca_2"
"1833",4,4,4,5,4,4,4,3,4,"Marca_1"
"1834",4,4,3,5,4,4,4,4,3,"Marca_1"
"1835",4,6,3,4,4,4,4,3,4,"Marca_2"
"1836",6,6,3,3,2,6,4,4,4,"Marca_2"
"1837",4,4,3,4,3,5,4,6,4,"Marca_2"
"1838",4,4,4,4,3,5,4,4,4,"Marca_1"
"1839",4,4,3,5,5,5,5,3,3,"Marca_1"
"1840",3,4,3,5,3,4,4,3,3,"Marca_2"
"1841",4,4,5,3,5,5,3,5,3,"Marca_2"
"1842",4,4,4,6,4,5,4,4,4,"Marca_2"
"1843",4,3,5,4,4,5,4,4,5,"Marca_1"
"1844",4,3,4,4,4,4,4,4,4,"Marca_2"
"1845",5,5,5,5,4,3,3,3,4,"Marca_4"
"1846",6,5,4,3,4,5,4,4,3,"Marca_4"
"1847",4,4,4,5,4,5,5,5,4,"Marca_1"
"1848",5,4,4,3,4,6,4,4,5,"Marca_2"
"1849",4,3,5,5,5,4,4,4,3,"Marca_1"
"1850",4,4,4,3,3,4,4,3,5,"Marca_1"
"1851",5,5,4,4,4,4,4,4,2,"Marca_4"
"1852",6,4,3,3,5,4,4,5,3,"Marca_1"
"1853",3,5,1,3,3,5,5,3,5,"Marca_3"
"1854",4,4,5,5,3,3,4,3,3,"Marca_2"
"1855",5,5,2,2,3,3,4,3,2,"Marca_4"
"1856",5,3,5,4,3,6,6,5,5,"Marca_3"
"1857",4,4,4,4,4,4,4,2,2,"Marca_1"
"1858",5,5,5,4,3,5,5,4,6,"Marca_2"
"1859",4,4,5,3,4,5,4,6,4,"Marca_3"
"1860",4,4,4,3,4,5,5,4,4,"Marca_2"
"1861",6,5,5,3,5,4,5,6,4,"Marca_2"
"1862",5,4,6,3,5,4,5,3,3,"Marca_1"
"1863",4,3,5,4,5,4,3,2,2,"Marca_1"
"1864",3,5,4,3,3,2,4,3,3,"Marca_2"
"1865",4,2,4,3,4,4,4,5,5,"Marca_1"
"1866",3,2,3,3,4,4,3,3,3,"Marca_2"
"1867",5,4,4,5,5,5,4,2,5,"Marca_1"
"1868",4,3,5,4,5,5,4,2,3,"Marca_1"
"1869",4,4,3,4,2,4,4,5,3,"Marca_3"
"1870",3,4,4,4,1,5,4,3,3,"Marca_2"
"1871",4,5,6,6,5,3,3,5,3,"Marca_4"
"1872",5,3,4,5,3,5,5,5,3,"Marca_2"
"1873",4,3,2,4,2,6,2,6,4,"Marca_3"
"1874",5,3,3,2,3,5,3,2,3,"Marca_1"
"1875",4,5,3,4,4,4,4,4,3,"Marca_1"
"1876",3,2,5,4,4,3,4,2,3,"Marca_1"
"1877",5,4,4,5,5,6,5,5,4,"Marca_2"
"1878",5,6,4,4,4,5,4,4,5,"Marca_2"
"1879",3,3,3,5,2,4,3,3,3,"Marca_2"
"1880",5,3,3,3,2,4,3,3,3,"Marca_1"
"1881",7,5,4,4,4,6,6,5,4,"Marca_3"
"1882",4,3,3,5,3,6,4,4,5,"Marca_2"
"1883",4,3,5,4,5,3,5,4,3,"Marca_4"
"1884",4,3,4,5,4,4,4,3,4,"Marca_3"
"1885",5,3,4,5,6,5,4,4,3,"Marca_1"
"1886",4,4,3,4,4,3,4,3,2,"Marca_4"
"1887",4,4,4,5,4,5,3,4,4,"Marca_2"
"1888",3,4,5,4,5,4,3,6,4,"Marca_1"
